LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
61,61,61,66,64,64,64,66,63,63,63,65,57,57,57,65,50,44,44,44,50,46,37,37,37,46,62,56,44,57,48,66,49,40,48,66,82,84,82,64,75,55,64,82,62,61,46,27,69,59,53,64,25,15,17,14,9,11,7,11,66
65,65,65,66,65,65,65,66,63,63,63,64,53,53,53,64,46,40,40,40,46,44,37,37,37,44,48,64,64,56,50,76,53,34,41,68,88,89,78,57,73,66,65,63,67,56,30,16,61,53,78,55,22,17,23,6,12,11,8,9,66
65,65,65,68,66,66,66,68,65,65,65,67,60,60,60,67,54,49,49,49,54,51,43,43,43,51,71,67,58,62,54,72,48,40,59,72,79,78,77,58,71,62,62,71,56,62,44,33,66,51,62,64,21,41,24,9,13,13,12,14,66
64,64,64,64,64,64,64,64,63,63,63,63,58,58,58,63,51,51,51,51,51,49,50,50,50,49,52,65,62,62,51,64,49,40,54,66,74,77,71,58,65,56,63,56,85,55,63,34,65,63,54,67,44,32,29,8,7,10,14,6,66
65,65,65,62,63,63,63,62,61,61,61,60,55,55,55,60,45,42,42,42,45,42,37,37,37,42,46,66,62,59,63,63,61,57,47,67,67,67,59,63,67,68,70,71,70,70,35,23,64,52,61,57,16,17,16,12,15,11,6,8,66
64,64,64,59,61,61,61,59,59,59,59,58,54,54,54,58,47,49,49,49,47,46,50,50,50,46,52,65,74,57,65,56,55,40,57,58,63,65,63,65,64,70,77,47,74,56,79,26,64,55,58,66,45,34,27,7,8,9,7,11,66
64,64,64,62,63,63,63,62,59,59,59,60,53,53,53,60,45,40,40,40,45,43,38,38,38,43,52,69,63,53,49,62,58,32,43,60,72,75,58,62,64,67,68,66,61,59,45,18,68,54,66,62,22,21,20,12,13,11,7,8,66
65,65,65,63,64,64,64,63,62,62,62,62,57,57,57,62,50,47,47,47,50,48,43,43,43,48,56,67,61,62,66,63,58,57,48,65,68,71,69,66,62,68,52,70,62,58,53,32,67,53,58,58,24,27,30,14,15,8,14,13,66
65,65,65,61,63,63,63,61,61,61,61,60,56,56,56,60,49,49,49,49,49,48,49,49,49,48,42,64,70,64,65,60,52,43,33,64,65,67,65,67,50,59,65,72,77,58,63,26,69,56,56,66,44,37,24,14,10,10,10,7,66
64,64,64,60,63,63,63,60,59,59,59,57,50,50,50,57,40,36,36,36,40,38,33,33,33,38,32,71,63,62,51,56,36,34,27,59,70,69,55,70,73,62,71,53,45,67,33,13,73,45,57,46,15,16,16,10,11,14,9,14,66
64,64,64,60,61,61,61,60,58,58,58,58,50,50,50,58,44,41,41,41,44,42,42,42,42,42,51,66,70,52,52,64,46,32,34,68,66,68,55,52,58,69,73,60,75,56,57,20,65,49,73,60,40,17,16,11,11,10,14,12,66
65,65,65,58,61,61,61,58,59,59,59,59,56,56,56,59,46,47,47,47,46,45,44,44,44,45,29,67,72,59,63,59,58,59,58,64,67,62,63,62,55,64,87,88,74,58,50,28,68,43,63,61,32,23,20,13,15,15,16,14,66
60,60,60,66,64,64,64,66,65,65,65,65,60,60,60,65,53,51,51,51,53,51,43,43,43,51,58,63,32,65,48,66,78,67,64,67,82,81,90,60,87,67,62,58,46,65,60,40,59,61,51,55,32,36,34,13,7,5,9,15,66
63,63,63,59,60,60,60,59,57,57,57,58,53,53,53,58,49,48,48,48,49,48,49,49,49,48,46,63,61,48,56,56,51,34,46,56,74,77,62,65,61,64,71,76,92,52,70,29,66,56,70,58,37,33,31,12,15,6,14,16,65
63,63,63,61,62,62,62,61,61,61,61,60,55,55,55,60,45,43,43,43,45,42,39,39,39,42,51,63,61,57,57,63,42,46,41,67,53,54,67,64,63,64,67,68,75,60,33,24,72,58,66,70,20,22,21,11,13,9,10,9,65
64,64,64,63,63,63,63,63,60,60,60,61,52,52,52,61,44,38,38,38,44,41,34,34,34,41,55,66,58,56,63,67,56,62,46,62,74,83,69,50,70,74,62,63,56,55,31,15,65,55,62,48,20,20,14,10,13,8,9,12,65
64,64,64,63,64,64,64,63,63,63,63,63,60,60,60,63,52,51,51,51,52,50,47,47,47,50,56,64,63,61,59,65,62,41,60,66,63,66,73,65,70,65,64,67,66,64,45,43,65,59,58,58,26,38,32,6,11,10,10,15,65
64,64,64,64,64,64,64,64,62,62,62,63,57,57,57,63,51,48,48,48,51,49,44,44,44,49,55,66,55,58,57,64,59,60,50,66,75,76,77,61,70,65,61,77,63,64,61,29,65,55,64,63,33,26,33,15,8,16,8,13,65
54,54,54,62,59,59,59,62,61,61,61,64,62,62,62,64,65,63,63,63,65,64,61,61,61,64,64,42,38,63,32,65,50,56,62,65,72,76,69,66,68,37,58,64,62,36,58,66,65,61,38,61,62,65,64,6,9,9,6,13,65
63,63,63,62,62,62,62,62,59,59,59,59,51,51,51,59,46,40,40,40,46,44,39,39,39,44,48,68,59,44,54,63,54,57,27,65,74,73,78,61,77,62,73,75,67,62,35,18,67,56,68,63,28,27,20,10,15,7,9,9,65
63,63,63,61,62,62,62,61,62,62,62,61,59,59,59,61,51,51,51,51,51,48,47,47,47,48,55,65,59,61,65,62,58,51,56,64,58,62,65,62,65,68,73,76,69,62,65,44,66,60,66,62,31,31,22,6,8,16,6,14,65
61,61,61,64,62,62,62,64,62,62,62,64,56,56,56,64,50,45,45,45,50,47,40,40,40,47,65,62,47,64,50,69,65,47,58,66,83,79,83,48,75,60,70,69,65,58,38,20,58,48,48,49,28,30,27,11,13,11,10,11,65
64,64,64,64,63,63,63,64,61,61,61,63,55,55,55,63,54,50,50,50,54,52,49,49,49,52,54,65,54,56,46,63,44,27,46,61,87,86,74,62,71,64,72,69,73,58,68,42,64,54,60,55,40,30,35,12,9,12,16,15,65
64,64,64,61,62,62,62,61,61,61,61,60,55,55,55,60,45,44,44,44,45,43,41,41,41,43,42,64,64,61,40,58,68,66,52,63,77,75,64,57,56,71,67,69,73,62,54,12,63,57,66,55,20,28,26,6,13,11,9,8,65
61,61,61,65,64,64,64,65,64,64,64,65,62,62,62,65,60,58,58,58,60,59,55,55,55,59,64,55,58,66,48,71,56,57,55,67,73,76,78,63,72,67,66,72,62,52,72,55,55,68,68,60,32,56,49,13,7,13,12,12,65
63,63,63,63,63,63,63,63,60,60,60,62,53,53,53,62,49,43,43,43,49,46,41,41,41,46,50,59,58,60,60,68,57,40,39,63,78,86,70,62,71,66,84,67,63,49,41,27,65,49,58,56,29,24,20,13,12,15,7,13,65
63,63,63,59,62,62,62,59,60,60,60,58,55,55,55,58,43,42,42,42,43,41,38,38,38,41,42,65,70,59,55,62,47,39,53,61,62,63,56,64,55,62,70,60,62,63,38,22,65,53,59,51,21,18,19,10,14,15,6,15,65
64,64,64,63,63,63,63,63,62,62,62,63,58,58,58,63,51,49,49,49,51,48,46,46,46,48,66,62,60,64,58,62,60,55,56,65,65,70,72,63,68,71,84,68,73,59,70,22,62,59,49,68,28,31,31,7,7,16,11,7,65
64,64,64,60,63,63,63,60,61,61,61,59,53,53,53,59,43,41,41,41,43,41,39,39,39,41,35,69,69,63,59,61,49,46,40,62,69,68,61,60,70,64,68,63,54,60,32,13,65,55,64,49,48,17,14,12,8,11,13,10,65
66,66,66,65,65,65,65,65,64,64,64,64,57,57,57,64,46,44,44,44,46,44,41,41,41,44,61,68,66,62,60,65,52,48,50,60,77,73,67,64,75,67,73,65,71,62,70,13,67,66,54,63,18,26,17,10,10,11,15,12,65
63,63,63,60,61,61,61,60,60,60,60,60,59,59,59,60,54,54,54,54,54,53,53,53,53,53,48,60,66,63,62,59,50,55,52,62,68,69,50,63,43,66,80,78,83,60,61,48,59,58,62,61,35,42,39,16,14,16,8,15,65
64,64,64,61,62,62,62,61,62,62,62,60,57,57,57,60,46,46,46,46,46,44,41,41,41,44,45,66,67,62,60,54,54,48,56,63,63,69,67,64,61,60,75,72,68,59,51,31,70,61,76,56,25,15,20,7,7,11,9,14,65
60,60,60,64,63,63,63,64,62,62,62,64,56,56,56,64,50,44,44,44,50,47,37,37,37,47,61,60,43,64,50,68,51,42,53,64,80,77,69,59,70,63,53,62,47,55,31,18,61,55,47,65,26,29,31,8,9,15,8,9,65
64,64,64,62,63,63,63,62,61,61,61,62,57,57,57,62,52,49,49,49,52,50,46,46,46,50,57,64,62,64,52,65,43,42,51,64,69,68,60,64,60,64,63,62,69,59,32,38,63,52,68,57,31,33,38,14,10,12,10,9,65
63,63,63,64,64,64,64,64,63,63,63,62,55,55,55,62,47,44,44,44,47,44,42,42,42,44,48,62,65,63,56,69,40,28,41,71,78,74,73,61,65,60,77,54,67,58,52,24,56,56,47,65,26,21,22,11,10,13,10,11,65
62,62,62,65,63,63,63,65,63,63,63,64,57,57,57,64,53,50,50,50,53,50,45,45,45,50,63,60,40,63,43,59,45,47,58,62,88,82,78,64,66,66,65,60,72,53,55,35,66,60,50,45,45,27,25,11,8,9,12,13,65
63,63,63,54,58,58,58,54,53,53,53,52,48,48,48,52,43,44,44,44,43,43,48,48,48,43,32,63,71,54,63,52,39,28,28,61,51,62,48,57,31,72,64,55,84,58,61,23,66,40,44,49,35,38,28,8,8,9,13,6,65
59,59,59,65,61,61,61,65,61,61,61,63,54,54,54,63,50,43,43,43,50,47,39,39,39,47,66,62,41,54,71,72,67,55,48,69,83,82,84,51,91,54,83,57,52,55,32,29,52,53,57,48,28,31,27,9,5,12,8,13,65
59,59,59,64,61,61,61,64,61,61,61,64,58,58,58,64,59,55,55,55,59,58,52,52,52,58,66,55,45,60,40,67,67,44,53,66,86,82,71,56,82,63,75,66,62,50,57,47,53,61,63,64,43,52,50,15,15,10,15,10,65
61,61,61,64,63,63,63,64,63,63,63,64,59,59,59,64,57,53,53,53,57,54,48,48,48,54,56,64,43,61,61,64,67,51,56,61,84,86,87,52,74,61,70,85,62,64,47,41,61,63,56,61,49,42,36,11,7,14,12,14,65
64,64,64,62,63,63,63,62,61,61,61,62,55,55,55,62,46,43,43,43,46,44,39,39,39,44,53,60,64,60,57,56,39,37,46,66,76,77,69,65,69,68,60,73,62,56,59,18,67,58,69,64,22,20,14,12,12,6,10,7,65
62,62,62,65,63,63,63,65,64,64,64,64,59,59,59,64,56,53,53,53,56,54,51,51,51,54,66,61,50,62,59,68,67,60,58,61,78,77,76,53,56,60,64,63,66,62,65,42,66,65,44,60,43,46,42,13,7,14,8,11,65
63,63,63,57,60,60,60,57,58,58,58,56,53,53,53,56,40,40,40,40,40,39,38,38,38,39,38,70,71,56,56,54,48,33,41,63,57,54,55,57,49,66,70,61,67,62,38,15,67,58,74,45,20,25,17,5,7,10,14,13,65
60,60,60,65,63,63,63,65,62,62,62,64,54,54,54,64,48,41,41,41,48,45,35,35,35,45,62,53,56,61,56,68,62,42,51,65,93,90,82,60,78,61,72,52,32,47,49,18,57,55,53,58,22,19,21,16,16,12,9,11,65
63,63,63,59,61,61,61,59,58,58,58,59,54,54,54,59,49,47,47,47,49,47,46,46,46,47,52,62,67,61,56,60,38,46,38,61,62,66,51,61,38,68,58,69,84,58,54,27,62,54,67,62,36,30,28,14,10,8,13,6,65
64,64,64,63,64,64,64,63,64,64,64,63,60,60,60,63,51,51,51,51,51,50,47,47,47,50,50,65,63,66,63,62,56,37,62,63,72,73,74,61,74,63,58,65,69,52,57,31,65,65,55,64,31,38,36,7,12,11,14,12,65
60,60,60,64,63,63,63,64,63,63,63,64,61,61,61,64,60,57,57,57,60,59,53,53,53,59,63,64,35,63,57,65,64,61,56,61,80,75,67,61,70,64,60,64,56,62,56,57,60,65,60,62,50,55,51,7,10,7,9,12,65
63,63,63,63,62,62,62,63,61,61,61,63,57,57,57,63,52,48,48,48,52,50,46,46,46,50,62,63,61,60,61,65,63,31,51,64,74,78,72,58,44,64,71,82,80,62,46,25,57,55,56,59,37,33,25,15,14,9,15,7,65
60,60,60,64,63,63,63,64,63,63,63,62,57,57,57,62,51,48,48,48,51,49,44,44,44,49,65,58,53,65,59,69,58,56,52,67,69,66,71,57,84,67,45,34,34,62,39,29,61,64,68,58,58,35,36,7,11,6,11,7,65
63,63,63,63,62,62,62,63,60,60,60,62,54,54,54,62,52,47,47,47,52,50,45,45,45,50,55,64,51,53,51,58,50,47,43,63,87,84,80,68,82,58,68,69,71,56,56,40,70,45,58,66,32,31,25,8,6,13,10,6,65
58,58,58,64,61,61,61,64,62,62,62,65,56,56,56,65,49,43,43,43,49,46,35,35,35,46,65,53,59,65,51,71,56,39,59,71,79,79,89,53,89,53,55,68,33,50,29,18,55,51,58,53,36,23,14,6,9,13,5,14,65
63,63,63,57,60,60,60,57,57,57,57,57,52,52,52,57,44,44,44,44,44,43,44,44,44,43,40,61,67,57,53,58,47,46,41,61,63,67,55,64,52,68,60,63,85,55,71,23,62,50,55,58,28,20,26,11,15,10,16,6,65
64,64,64,60,61,61,61,60,59,59,59,58,53,53,53,58,46,45,45,45,46,44,43,43,43,44,36,64,64,55,59,59,45,37,42,62,73,79,82,66,78,66,81,78,74,60,82,29,62,44,61,57,22,17,19,5,7,7,6,7,65
64,64,64,62,62,62,62,62,60,60,60,61,52,52,52,61,45,42,42,42,45,43,40,40,40,43,42,62,58,52,53,66,57,50,40,62,86,86,75,54,73,70,74,78,77,54,69,15,63,54,60,63,22,24,16,9,6,16,14,11,65
56,56,56,62,60,60,60,62,63,63,63,64,63,63,63,64,65,64,64,64,65,64,62,62,62,64,60,32,60,70,34,70,30,30,65,68,73,83,79,67,78,52,62,67,63,38,57,63,51,65,39,56,64,57,60,15,6,15,10,12,65
63,63,63,61,62,62,62,61,60,60,60,59,51,51,51,59,43,40,40,40,43,41,37,37,37,41,52,63,57,57,57,64,58,45,38,65,68,72,72,62,68,71,58,50,69,59,48,15,61,51,60,56,28,14,19,8,8,11,8,8,65
63,63,63,56,59,59,59,56,54,54,54,53,47,47,47,53,43,43,43,43,43,42,46,46,46,42,34,68,64,49,55,59,48,30,31,64,66,59,66,57,64,76,72,53,77,64,65,20,56,37,61,60,50,28,23,9,8,9,7,6,65
64,64,64,58,61,61,61,58,58,58,58,56,49,49,49,56,41,41,41,41,41,40,43,43,43,40,29,65,65,53,60,56,51,30,34,58,75,80,57,56,61,70,73,50,76,55,69,18,66,57,50,59,34,24,16,11,7,12,16,7,65
63,63,63,64,64,64,64,64,62,62,62,62,55,55,55,62,48,44,44,44,48,44,38,38,38,44,64,72,49,62,55,70,44,45,45,65,68,68,67,53,78,72,47,62,61,71,45,22,58,56,50,54,35,23,20,7,13,9,13,5,65
59,59,59,64,63,63,63,64,62,62,62,62,54,54,54,62,49,43,43,43,49,45,34,34,34,45,57,67,21,63,59,66,58,33,39,64,76,73,84,54,92,67,56,59,29,63,30,27,70,50,72,68,31,35,23,9,13,16,6,12,65
64,64,64,61,63,63,63,61,62,62,62,60,56,56,56,60,47,45,45,45,47,45,41,41,41,45,38,61,63,57,53,63,37,37,43,66,75,71,74,57,64,68,63,76,75,61,27,43,65,63,63,57,20,20,19,13,8,8,12,15,65
63,63,63,59,60,60,60,59,57,57,57,57,50,50,50,57,41,41,41,41,41,39,40,40,40,39,37,69,66,54,48,67,33,24,49,68,68,68,65,45,60,65,73,60,69,53,53,18,65,37,62,57,35,18,14,12,12,15,9,14,65
63,63,63,58,61,61,61,58,59,59,59,56,50,50,50,56,40,40,40,40,40,40,41,41,41,40,28,63,64,55,54,58,36,28,32,58,76,79,67,59,56,65,79,46,78,54,63,25,65,59,60,60,15,24,18,7,8,15,14,7,65
63,63,63,59,62,62,62,59,59,59,59,57,53,53,53,57,44,43,43,43,44,42,41,41,41,42,38,66,63,62,60,57,46,38,33,65,64,61,55,59,62,69,63,60,68,56,40,24,65,58,65,67,38,22,20,14,16,12,12,15,65
63,63,63,62,63,63,63,62,61,61,61,60,55,55,55,60,50,50,50,50,50,48,50,50,50,48,45,61,65,56,48,72,45,37,40,61,68,72,70,54,76,62,68,68,81,55,68,44,68,59,47,52,44,34,23,7,14,9,9,5,65
60,60,60,64,62,62,62,64,60,60,60,64,53,53,53,64,51,46,46,46,51,48,43,43,43,48,62,54,41,52,47,74,61,36,43,67,93,87,75,55,76,68,58,68,78,50,65,27,50,57,45,66,33,29,23,11,14,14,13,8,65
64,64,64,61,63,63,63,61,62,62,62,60,56,56,56,60,42,42,42,42,42,40,36,36,36,40,32,68,61,60,50,66,34,32,56,67,74,71,70,58,72,64,71,68,61,55,49,18,63,53,57,55,15,18,16,10,10,8,14,14,65
63,63,63,57,59,59,59,57,55,55,55,54,47,47,47,54,43,41,41,41,43,42,43,43,43,42,30,63,63,50,60,61,32,27,29,63,70,76,71,63,63,68,62,53,81,55,53,23,59,36,61,63,24,28,26,7,10,10,11,7,65
64,64,64,60,61,61,61,60,58,58,58,60,53,53,53,60,46,43,43,43,46,44,42,42,42,44,57,60,75,53,52,66,37,24,47,61,64,74,62,58,49,73,70,72,78,57,62,18,61,53,66,61,17,23,25,15,12,7,11,9,65
64,64,64,56,59,59,59,56,56,56,56,56,53,53,53,56,45,46,46,46,45,44,46,46,46,44,38,62,72,57,62,55,52,53,49,60,61,65,31,58,34,70,58,67,91,65,68,28,64,46,54,56,28,26,25,11,9,12,11,9,65
63,63,63,57,58,58,58,57,52,52,52,54,43,43,43,54,40,35,35,35,40,38,39,39,39,38,44,63,63,33,39,61,40,27,29,60,77,78,68,57,63,79,72,58,84,63,64,18,59,34,64,45,24,15,12,14,7,10,6,11,65
63,63,63,64,64,64,64,64,63,63,63,64,59,59,59,64,51,49,49,49,51,49,45,45,45,49,65,61,65,65,53,67,51,44,58,66,67,67,67,63,67,65,57,66,64,59,55,26,64,59,57,59,48,26,24,15,6,7,6,14,65
64,64,64,58,61,61,61,58,59,59,59,57,53,53,53,57,42,41,41,41,42,40,38,38,38,40,36,70,72,61,59,58,49,41,51,59,68,69,54,59,49,68,68,56,63,58,39,15,59,53,65,59,30,15,22,10,6,8,5,11,65
63,63,63,62,62,62,62,62,61,61,61,62,56,56,56,62,50,45,45,45,50,47,41,41,41,47,56,66,57,57,57,61,53,57,47,60,72,70,72,64,67,70,72,78,63,58,42,35,66,58,67,60,20,24,28,13,11,7,8,16,65
60,60,60,65,63,63,63,65,64,64,64,65,62,62,62,65,60,57,57,57,60,59,53,53,53,59,66,58,52,65,38,64,66,49,62,66,80,80,74,57,76,62,48,66,53,66,57,56,59,63,58,58,43,51,50,8,14,14,12,7,65
63,63,63,60,61,61,61,60,58,58,58,58,51,51,51,58,43,41,41,41,43,41,40,40,40,41,42,60,65,52,55,62,31,27,44,63,80,69,70,59,66,64,78,64,72,58,49,14,68,43,58,53,34,21,10,7,12,14,12,12,65
59,59,59,64,63,63,63,64,64,64,64,65,63,63,63,65,64,61,61,61,64,62,58,58,58,62,67,60,33,65,49,63,62,60,58,64,71,75,72,63,72,56,74,75,70,58,57,57,61,69,51,60,55,61,60,11,8,16,12,15,65
63,63,63,60,61,61,61,60,61,61,61,60,60,60,60,60,53,54,54,54,53,52,54,54,54,52,58,62,70,63,63,60,55,63,56,63,53,54,55,68,53,68,83,70,83,64,74,35,58,64,71,67,36,44,45,7,6,8,14,16,65
61,61,61,65,65,65,65,65,65,65,65,65,62,62,62,65,55,54,54,54,55,52,46,46,46,52,55,62,42,67,44,61,66,48,59,72,69,75,72,56,61,62,57,72,56,51,45,45,72,68,52,56,42,41,28,14,10,9,5,9,65
64,64,64,64,63,63,63,64,61,61,61,62,55,55,55,62,54,49,49,49,54,51,47,47,47,51,60,62,57,55,61,67,61,39,34,67,71,72,79,63,80,70,69,83,61,63,74,35,66,51,52,67,32,39,31,10,15,13,10,11,65
63,63,63,57,60,60,60,57,58,58,58,55,53,53,53,55,38,43,43,43,38,36,42,42,42,36,44,66,76,55,58,58,52,58,57,56,52,39,56,66,50,68,65,43,84,59,76,13,68,61,65,64,26,22,15,13,13,10,6,8,65
63,63,63,58,61,61,61,58,57,57,57,56,51,51,51,56,41,38,38,38,41,38,36,36,36,38,35,71,61,47,49,65,37,45,41,67,59,59,57,56,61,68,63,67,71,58,31,18,64,49,66,55,12,22,21,14,9,7,8,7,65
63,63,63,57,59,59,59,57,56,56,56,56,52,52,52,56,46,46,46,46,46,44,46,46,46,44,31,66,69,52,29,58,40,29,38,64,65,67,67,61,51,64,73,81,80,48,74,37,65,41,64,50,28,25,18,14,6,15,9,12,65
64,64,64,64,64,64,64,64,63,63,63,63,57,57,57,63,46,43,43,43,46,44,37,37,37,44,57,65,64,58,55,65,45,30,53,66,72,70,72,68,75,63,64,58,49,60,49,25,65,59,59,60,14,21,19,10,11,11,16,7,65
63,63,63,62,62,62,62,62,61,61,61,61,58,58,58,61,52,52,52,52,52,51,50,50,50,51,52,67,56,54,56,62,44,57,55,66,70,74,57,58,58,61,57,64,81,60,68,50,65,59,64,60,18,44,39,10,14,11,13,10,65
63,63,63,65,64,64,64,65,62,62,62,62,52,52,52,62,46,40,40,40,46,43,37,37,37,43,41,61,55,55,53,69,51,43,34,69,89,90,91,60,88,55,94,68,54,55,44,17,68,47,54,61,35,14,13,14,13,8,10,7,65
59,59,59,64,63,63,63,64,63,63,63,64,58,58,58,64,50,45,45,45,50,46,36,36,36,46,55,50,48,61,54,72,62,56,55,70,82,73,82,61,81,62,47,73,40,57,49,30,61,57,55,60,18,21,24,11,7,15,15,5,65
64,64,64,65,65,65,65,65,64,64,64,63,56,56,56,63,47,43,43,43,47,45,35,35,35,45,51,71,39,64,63,65,58,35,57,67,77,83,82,58,71,68,63,52,42,62,30,21,70,50,56,60,21,24,33,5,5,5,15,15,65
64,64,64,61,63,63,63,61,61,61,61,59,54,54,54,59,41,41,41,41,41,39,37,37,37,39,36,64,59,55,59,63,60,40,53,64,74,73,62,59,62,70,60,55,66,63,45,15,64,59,69,57,21,21,16,12,14,12,8,9,65
64,64,64,61,62,62,62,61,60,60,60,60,53,53,53,60,47,44,44,44,47,44,42,42,42,44,45,65,64,53,53,68,54,49,38,62,72,76,69,63,69,69,75,71,70,52,53,42,60,55,65,60,32,14,11,11,12,8,6,16,65
63,63,63,58,60,60,60,58,57,57,57,56,53,53,53,56,44,44,44,44,44,42,42,42,42,42,45,65,70,52,50,61,49,40,47,58,54,53,52,64,48,64,60,60,73,64,52,35,72,49,70,46,20,24,23,11,12,13,9,12,65
64,64,64,57,61,61,61,57,58,58,58,55,53,53,53,55,39,41,41,41,39,37,38,38,38,37,29,66,62,46,66,62,67,70,53,67,52,53,62,57,54,76,74,64,77,66,47,19,69,53,55,59,29,13,18,19,17,15,13,14,65
61,61,61,64,63,63,63,64,63,63,63,62,57,57,57,62,51,46,46,46,51,49,42,42,42,49,55,64,49,61,51,67,55,59,43,66,76,73,75,61,61,56,63,58,57,61,30,28,60,64,57,45,24,40,38,13,13,14,7,12,65
63,63,63,58,62,62,62,58,59,59,59,56,54,54,54,56,45,45,45,45,45,42,44,44,44,42,32,66,62,58,63,69,37,33,31,70,50,54,48,59,42,67,60,64,79,68,54,34,58,51,60,48,25,25,26,6,7,14,12,7,65
63,63,63,54,59,59,59,54,56,56,56,52,51,51,51,52,39,41,41,41,39,37,41,41,41,37,34,66,74,62,62,62,51,29,27,64,30,32,40,58,33,66,30,54,92,59,57,20,68,47,65,61,16,24,23,12,13,10,10,10,65
61,61,61,63,62,62,62,63,62,62,62,64,57,57,57,64,51,46,46,46,51,48,40,40,40,48,68,59,54,63,55,62,61,62,61,61,73,75,73,72,80,65,78,68,53,47,53,21,59,59,48,51,23,24,31,13,11,9,15,8,65
63,63,63,61,63,63,63,61,61,61,61,60,51,51,51,60,43,40,40,40,43,41,37,37,37,41,32,62,56,63,54,64,44,30,33,59,89,86,65,57,77,65,54,58,69,47,33,16,66,56,61,43,30,19,15,9,8,10,8,13,65
62,62,62,63,62,62,62,63,61,61,61,63,61,61,61,63,61,58,58,58,61,60,56,56,56,60,62,60,63,63,56,63,67,49,56,58,77,74,72,61,70,64,73,85,64,60,66,60,59,60,59,60,30,55,55,11,12,15,15,16,65
64,64,64,65,64,64,64,65,62,62,62,65,56,56,56,65,53,48,48,48,53,51,45,45,45,51,59,63,61,62,35,65,30,29,42,63,89,85,69,66,54,62,59,80,71,58,55,24,60,54,68,61,33,38,22,9,11,14,14,6,65
63,63,63,60,62,62,62,60,60,60,60,59,53,53,53,59,43,42,42,42,43,41,39,39,39,41,39,66,68,63,47,60,44,36,43,63,70,73,69,59,52,60,69,61,68,55,42,25,64,52,61,65,19,18,15,9,9,7,9,11,65
63,63,63,64,64,64,64,64,63,63,63,63,58,58,58,63,50,48,48,48,50,49,44,44,44,49,57,67,59,63,64,66,58,56,53,63,73,74,64,50,62,62,60,62,65,61,30,29,67,65,68,59,39,40,29,12,12,8,6,12,65
64,64,64,56,60,60,60,56,57,57,57,54,52,52,52,54,44,45,45,45,44,43,47,47,47,43,34,68,69,55,63,62,39,28,32,63,39,52,51,70,47,71,72,60,75,58,63,26,64,48,66,50,33,32,29,7,12,8,14,9,65
63,63,63,62,63,63,63,62,60,60,60,60,51,51,51,60,48,43,43,43,48,47,43,43,43,47,38,66,53,52,52,64,39,35,31,63,86,88,71,62,60,59,72,62,62,61,35,25,64,53,55,58,53,23,24,11,10,13,15,14,65
63,63,63,67,66,66,66,67,65,65,65,68,60,60,60,68,56,50,50,50,56,52,43,43,43,52,63,58,51,62,59,68,65,60,57,67,90,89,82,64,82,58,31,74,63,52,35,51,67,64,60,60,35,23,21,14,14,11,6,6,65
63,63,63,65,64,64,64,65,64,64,64,64,57,57,57,64,46,44,44,44,46,44,38,38,38,44,59,61,58,60,63,65,69,58,56,67,78,75,70,63,63,65,60,53,58,62,45,23,61,67,61,60,26,22,14,10,13,9,13,13,65
64,64,64,63,63,63,63,63,61,61,61,63,56,56,56,63,52,48,48,48,52,50,46,46,46,50,59,62,61,58,53,60,59,32,45,62,83,92,65,60,52,66,64,76,80,55,50,38,60,60,38,61,39,29,12,13,12,16,7,15,65
63,63,63,63,63,63,63,63,61,61,61,61,54,54,54,61,44,41,41,41,44,41,36,36,36,41,50,66,59,59,55,65,48,45,49,64,74,78,70,62,66,60,63,61,59,59,45,16,64,50,65,59,22,17,14,6,10,7,7,8,65
63,63,63,56,60,60,60,56,58,58,58,57,59,59,59,57,57,61,61,61,57,57,62,62,62,57,48,65,63,64,63,58,46,34,53,52,50,50,36,68,57,75,51,74,88,61,85,59,63,56,47,66,51,60,52,5,8,9,9,8,65
64,64,64,62,62,62,62,62,60,60,60,60,52,52,52,60,47,42,42,42,47,45,41,41,41,45,56,64,63,52,66,61,38,64,33,65,73,69,74,61,58,68,78,63,70,61,34,22,63,58,59,62,34,26,23,8,7,16,14,16,65
64,64,64,64,63,63,63,64,60,60,60,61,50,50,50,61,45,37,37,37,45,42,36,36,36,42,47,66,57,55,67,72,31,27,28,64,86,84,79,57,75,64,88,62,55,58,44,19,61,47,48,48,20,15,17,5,8,5,10,11,65
64,64,64,62,62,62,62,62,59,59,59,60,50,50,50,60,45,39,39,39,45,43,38,38,38,43,47,64,58,54,60,67,41,30,29,69,80,84,75,56,67,69,75,70,72,63,58,14,55,47,66,49,17,20,19,16,14,7,11,11,65
62,62,62,64,64,64,64,64,62,62,62,63,56,56,56,63,50,46,46,46,50,47,41,41,41,47,54,68,37,58,43,64,65,43,48,65,79,79,73,57,75,63,55,69,64,59,48,24,68,57,57,60,39,33,23,13,8,7,7,11,65
